Causas (lista reducida);Sexo;Provincia de residencia;Total
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Sevilla;382
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Soria;25
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Tarragona;215
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Teruel;48
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Toledo;214
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Valencia/València;660
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Valladolid;135
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Zamora;53
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Zaragoza;290
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Ceuta;19
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Melilla;14
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Extranjero;29
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Total;8.832
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Albacete;81
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Alicante/Alacant;356
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Almería;142
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Araba/Álava;49
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Asturias;248
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Ávila;56
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Badajoz;164
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Balears, Illes;206
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Barcelona;1.013
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Bizkaia;184
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Burgos;57
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Cáceres;123
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Cádiz;203
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Cantabria;134
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Castellón/Castelló;119
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Ciudad Real;147
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Córdoba;202
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Coruña, A;212
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Cuenca;69
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Gipuzkoa;116
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Girona;147
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Granada;168
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Guadalajara;44
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Huelva;88
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Huesca;50
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Jaén;162
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;León;132
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Lleida;85
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Lugo;104
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Madrid;965
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Málaga;270
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Murcia;288
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Navarra;129
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Ourense;82
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Palencia;32
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Palmas, Las;154
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Pontevedra;169
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Rioja, La;40
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Salamanca;89
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Santa Cruz de Tenerife;174
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Segovia;41
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Sevilla;309
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Soria;18
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Tarragona;145
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Teruel;38
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Toledo;165
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Valencia/València;464
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Valladolid;106
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Zamora;39
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Zaragoza;206
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Ceuta;15
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Melilla;13
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Extranjero;20
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Total;2.954
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Albacete;18
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Alicante/Alacant;125
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Almería;33
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Araba/Álava;20
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Asturias;69
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Ávila;8
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Badajoz;33
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Balears, Illes;66
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Barcelona;344
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Bizkaia;80
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Burgos;26
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Cáceres;13
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Cádiz;55
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Cantabria;38
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Castellón/Castelló;33
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Ciudad Real;46
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Córdoba;57
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Coruña, A;90
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Cuenca;22
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Gipuzkoa;58
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Girona;48
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Granada;40
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Guadalajara;8
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Huelva;16
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Huesca;12
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Jaén;43
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;León;31
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Lleida;46
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Lugo;55
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Madrid;390
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Málaga;77
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Murcia;53
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Navarra;33
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Ourense;41
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Palencia;15
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Palmas, Las;70
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Pontevedra;86
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Rioja, La;18
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Salamanca;18
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Santa Cruz de Tenerife;60
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Segovia;14
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Sevilla;73
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Soria;7
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Tarragona;70
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Teruel;10
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Toledo;49
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Valencia/València;196
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Valladolid;29
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Zamora;14
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Zaragoza;84
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Ceuta;4
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Melilla;1
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Mujeres;Extranjero;9
065 Asma;Ambos sexos;Total;948
065 Asma;Ambos sexos;Albacete;14
065 Asma;Ambos sexos;Alicante/Alacant;30
065 Asma;Ambos sexos;Almería;14
065 Asma;Ambos sexos;Araba/Álava;12
065 Asma;Ambos sexos;Asturias;63
065 Asma;Ambos sexos;Ávila;3
065 Asma;Ambos sexos;Badajoz;11
065 Asma;Ambos sexos;Balears, Illes;13
065 Asma;Ambos sexos;Barcelona;108
065 Asma;Ambos sexos;Bizkaia;56
065 Asma;Ambos sexos;Burgos;15
065 Asma;Ambos sexos;Cáceres;12
065 Asma;Ambos sexos;Cádiz;14
065 Asma;Ambos sexos;Cantabria;12
065 Asma;Ambos sexos;Castellón/Castelló;13
065 Asma;Ambos sexos;Ciudad Real;16
065 Asma;Ambos sexos;Córdoba;18
065 Asma;Ambos sexos;Coruña, A;32
065 Asma;Ambos sexos;Cuenca;8
065 Asma;Ambos sexos;Gipuzkoa;24
065 Asma;Ambos sexos;Girona;24
065 Asma;Ambos sexos;Granada;21
065 Asma;Ambos sexos;Guadalajara;6
065 Asma;Ambos sexos;Huelva;8
065 Asma;Ambos sexos;Huesca;2
065 Asma;Ambos sexos;Jaén;19
065 Asma;Ambos sexos;León;11
065 Asma;Ambos sexos;Lleida;4
065 Asma;Ambos sexos;Lugo;11
065 Asma;Ambos sexos;Madrid;75
065 Asma;Ambos sexos;Málaga;23
065 Asma;Ambos sexos;Murcia;21
065 Asma;Ambos sexos;Navarra;17
065 Asma;Ambos sexos;Ourense;17
065 Asma;Ambos sexos;Palencia;4
065 Asma;Ambos sexos;Palmas, Las;10
065 Asma;Ambos sexos;Pontevedra;10
065 Asma;Ambos sexos;Rioja, La;4
065 Asma;Ambos sexos;Salamanca;4
065 Asma;Ambos sexos;Santa Cruz de Tenerife;18
065 Asma;Ambos sexos;Segovia;1
065 Asma;Ambos sexos;Sevilla;35
065 Asma;Ambos sexos;Soria;2
065 Asma;Ambos sexos;Tarragona;16
065 Asma;Ambos sexos;Teruel;2
065 Asma;Ambos sexos;Toledo;13
065 Asma;Ambos sexos;Valencia/València;44
065 Asma;Ambos sexos;Valladolid;7
065 Asma;Ambos sexos;Zamora;9
065 Asma;Ambos sexos;Zaragoza;19
065 Asma;Ambos sexos;Ceuta;0
065 Asma;Ambos sexos;Melilla;0
065 Asma;Ambos sexos;Extranjero;3
065 Asma;Hombres;Total;212
065 Asma;Hombres;Albacete;3
065 Asma;Hombres;Alicante/Alacant;14
065 Asma;Hombres;Almería;3
065 Asma;Hombres;Araba/Álava;2
065 Asma;Hombres;Asturias;15
065 Asma;Hombres;Ávila;2
065 Asma;Hombres;Badajoz;1
065 Asma;Hombres;Balears, Illes;4
065 Asma;Hombres;Barcelona;22
065 Asma;Hombres;Bizkaia;10
065 Asma;Hombres;Burgos;2
065 Asma;Hombres;Cáceres;1
065 Asma;Hombres;Cádiz;2
065 Asma;Hombres;Cantabria;1
065 Asma;Hombres;Castellón/Castelló;4
065 Asma;Hombres;Ciudad Real;3
065 Asma;Hombres;Córdoba;6
065 Asma;Hombres;Coruña, A;7
065 Asma;Hombres;Cuenca;1
065 Asma;Hombres;Gipuzkoa;8
065 Asma;Hombres;Girona;5
065 Asma;Hombres;Granada;7
065 Asma;Hombres;Guadalajara;1
065 Asma;Hombres;Huelva;0
065 Asma;Hombres;Huesca;1
065 Asma;Hombres;Jaén;6
065 Asma;Hombres;León;1
065 Asma;Hombres;Lleida;2
065 Asma;Hombres;Lugo;1
065 Asma;Hombres;Madrid;13
065 Asma;Hombres;Málaga;7
065 Asma;Hombres;Murcia;4
065 Asma;Hombres;Navarra;8
065 Asma;Hombres;Ourense;7
065 Asma;Hombres;Palencia;1
065 Asma;Hombres;Palmas, Las;4
065 Asma;Hombres;Pontevedra;5
065 Asma;Hombres;Rioja, La;0
065 Asma;Hombres;Salamanca;0
065 Asma;Hombres;Santa Cruz de Tenerife;5
065 Asma;Hombres;Segovia;0
065 Asma;Hombres;Sevilla;7
065 Asma;Hombres;Soria;0
065 Asma;Hombres;Tarragona;1
065 Asma;Hombres;Teruel;0
065 Asma;Hombres;Toledo;2
065 Asma;Hombres;Valencia/València;7
065 Asma;Hombres;Valladolid;2
065 Asma;Hombres;Zamora;2
065 Asma;Hombres;Zaragoza;1
065 Asma;Hombres;Ceuta;0
065 Asma;Hombres;Melilla;0
065 Asma;Hombres;Extranjero;1
065 Asma;Mujeres;Total;736
065 Asma;Mujeres;Albacete;11
065 Asma;Mujeres;Alicante/Alacant;16
065 Asma;Mujeres;Almería;11
065 Asma;Mujeres;Araba/Álava;10
065 Asma;Mujeres;Asturias;48
065 Asma;Mujeres;Ávila;1
065 Asma;Mujeres;Badajoz;10
065 Asma;Mujeres;Balears, Illes;9
065 Asma;Mujeres;Barcelona;86
065 Asma;Mujeres;Bizkaia;46
065 Asma;Mujeres;Burgos;13
065 Asma;Mujeres;Cáceres;11
065 Asma;Mujeres;Cádiz;12
065 Asma;Mujeres;Cantabria;11
065 Asma;Mujeres;Castellón/Castelló;9
065 Asma;Mujeres;Ciudad Real;13
065 Asma;Mujeres;Córdoba;12
065 Asma;Mujeres;Coruña, A;25
065 Asma;Mujeres;Cuenca;7
065 Asma;Mujeres;Gipuzkoa;16
065 Asma;Mujeres;Girona;19
065 Asma;Mujeres;Granada;14
065 Asma;Mujeres;Guadalajara;5
065 Asma;Mujeres;Huelva;8
065 Asma;Mujeres;Huesca;1
065 Asma;Mujeres;Jaén;13
065 Asma;Mujeres;León;10
065 Asma;Mujeres;Lleida;2
065 Asma;Mujeres;Lugo;10
065 Asma;Mujeres;Madrid;62
065 Asma;Mujeres;Málaga;16
065 Asma;Mujeres;Murcia;17
065 Asma;Mujeres;Navarra;9
065 Asma;Mujeres;Ourense;10
065 Asma;Mujeres;Palencia;3
065 Asma;Mujeres;Palmas, Las;6
065 Asma;Mujeres;Pontevedra;5
065 Asma;Mujeres;Rioja, La;4
065 Asma;Mujeres;Salamanca;4
065 Asma;Mujeres;Santa Cruz de Tenerife;13
065 Asma;Mujeres;Segovia;1
065 Asma;Mujeres;Sevilla;28
065 Asma;Mujeres;Soria;2
065 Asma;Mujeres;Tarragona;15
065 Asma;Mujeres;Teruel;2
065 Asma;Mujeres;Toledo;11
065 Asma;Mujeres;Valencia/València;37
065 Asma;Mujeres;Valladolid;5
065 Asma;Mujeres;Zamora;7
065 Asma;Mujeres;Zaragoza;18
065 Asma;Mujeres;Ceuta;0
065 Asma;Mujeres;Melilla;0
065 Asma;Mujeres;Extranjero;2
066 Insuficiencia respiratoria;Ambos sexos;Total;2.039
066 Insuficiencia respiratoria;Ambos sexos;Albacete;22
066 Insuficiencia respiratoria;Ambos sexos;Alicante/Alacant;66
066 Insuficiencia respiratoria;Ambos sexos;Almería;41
066 Insuficiencia respiratoria;Ambos sexos;Araba/Álava;16
066 Insuficiencia respiratoria;Ambos sexos;Asturias;37
066 Insuficiencia respiratoria;Ambos sexos;Ávila;9
066 Insuficiencia respiratoria;Ambos sexos;Badajoz;28
066 Insuficiencia respiratoria;Ambos sexos;Balears, Illes;55
066 Insuficiencia respiratoria;Ambos sexos;Barcelona;254
066 Insuficiencia respiratoria;Ambos sexos;Bizkaia;32
066 Insuficiencia respiratoria;Ambos sexos;Burgos;14
066 Insuficiencia respiratoria;Ambos sexos;Cáceres;11
066 Insuficiencia respiratoria;Ambos sexos;Cádiz;47
066 Insuficiencia respiratoria;Ambos sexos;Cantabria;21
066 Insuficiencia respiratoria;Ambos sexos;Castellón/Castelló;22
066 Insuficiencia respiratoria;Ambos sexos;Ciudad Real;18
066 Insuficiencia respiratoria;Ambos sexos;Córdoba;29
066 Insuficiencia respiratoria;Ambos sexos;Coruña, A;31
066 Insuficiencia respiratoria;Ambos sexos;Cuenca;12
066 Insuficiencia respiratoria;Ambos sexos;Gipuzkoa;13
066 Insuficiencia respiratoria;Ambos sexos;Girona;21
066 Insuficiencia respiratoria;Ambos sexos;Granada;56
066 Insuficiencia respiratoria;Ambos sexos;Guadalajara;12
066 Insuficiencia respiratoria;Ambos sexos;Huelva;15
066 Insuficiencia respiratoria;Ambos sexos;Huesca;5
066 Insuficiencia respiratoria;Ambos sexos;Jaén;58
066 Insuficiencia respiratoria;Ambos sexos;León;17
066 Insuficiencia respiratoria;Ambos sexos;Lleida;18
066 Insuficiencia respiratoria;Ambos sexos;Lugo;4
066 Insuficiencia respiratoria;Ambos sexos;Madrid;554
066 Insuficiencia respiratoria;Ambos sexos;Málaga;58
066 Insuficiencia respiratoria;Ambos sexos;Murcia;26
066 Insuficiencia respiratoria;Ambos sexos;Navarra;20
066 Insuficiencia respiratoria;Ambos sexos;Ourense;10
066 Insuficiencia respiratoria;Ambos sexos;Palencia;13
066 Insuficiencia respiratoria;Ambos sexos;Palmas, Las;29
066 Insuficiencia respiratoria;Ambos sexos;Pontevedra;16
066 Insuficiencia respiratoria;Ambos sexos;Rioja, La;9
066 Insuficiencia respiratoria;Ambos sexos;Salamanca;7
066 Insuficiencia respiratoria;Ambos sexos;Santa Cruz de Tenerife;24
066 Insuficiencia respiratoria;Ambos sexos;Segovia;14
066 Insuficiencia respiratoria;Ambos sexos;Sevilla;54
066 Insuficiencia respiratoria;Ambos sexos;Soria;4
066 Insuficiencia respiratoria;Ambos sexos;Tarragona;43
066 Insuficiencia respiratoria;Ambos sexos;Teruel;4
066 Insuficiencia respiratoria;Ambos sexos;Toledo;27
066 Insuficiencia respiratoria;Ambos sexos;Valencia/València;80
066 Insuficiencia respiratoria;Ambos sexos;Valladolid;13
066 Insuficiencia respiratoria;Ambos sexos;Zamora;14
066 Insuficiencia respiratoria;Ambos sexos;Zaragoza;23
066 Insuficiencia respiratoria;Ambos sexos;Ceuta;2
066 Insuficiencia respiratoria;Ambos sexos;Melilla;3
066 Insuficiencia respiratoria;Ambos sexos;Extranjero;8
066 Insuficiencia respiratoria;Hombres;Total;927
066 Insuficiencia respiratoria;Hombres;Albacete;14
066 Insuficiencia respiratoria;Hombres;Alicante/Alacant;31
066 Insuficiencia respiratoria;Hombres;Almería;16
066 Insuficiencia respiratoria;Hombres;Araba/Álava;6
066 Insuficiencia respiratoria;Hombres;Asturias;17
066 Insuficiencia respiratoria;Hombres;Ávila;4
066 Insuficiencia respiratoria;Hombres;Badajoz;13
066 Insuficiencia respiratoria;Hombres;Balears, Illes;36
066 Insuficiencia respiratoria;Hombres;Barcelona;105
066 Insuficiencia respiratoria;Hombres;Bizkaia;10
066 Insuficiencia respiratoria;Hombres;Burgos;6
066 Insuficiencia respiratoria;Hombres;Cáceres;6
066 Insuficiencia respiratoria;Hombres;Cádiz;27
066 Insuficiencia respiratoria;Hombres;Cantabria;9
066 Insuficiencia respiratoria;Hombres;Castellón/Castelló;5
066 Insuficiencia respiratoria;Hombres;Ciudad Real;8
066 Insuficiencia respiratoria;Hombres;Córdoba;16
066 Insuficiencia respiratoria;Hombres;Coruña, A;9
066 Insuficiencia respiratoria;Hombres;Cuenca;6
066 Insuficiencia respiratoria;Hombres;Gipuzkoa;6
066 Insuficiencia respiratoria;Hombres;Girona;11
066 Insuficiencia respiratoria;Hombres;Granada;29
066 Insuficiencia respiratoria;Hombres;Guadalajara;1
066 Insuficiencia respiratoria;Hombres;Huelva;5
066 Insuficiencia respiratoria;Hombres;Huesca;4
066 Insuficiencia respiratoria;Hombres;Jaén;21
066 Insuficiencia respiratoria;Hombres;León;6
066 Insuficiencia respiratoria;Hombres;Lleida;7
066 Insuficiencia respiratoria;Hombres;Lugo;3
066 Insuficiencia respiratoria;Hombres;Madrid;260
066 Insuficiencia respiratoria;Hombres;Málaga;26
066 Insuficiencia respiratoria;Hombres;Murcia;12
066 Insuficiencia respiratoria;Hombres;Navarra;8
066 Insuficiencia respiratoria;Hombres;Ourense;4
066 Insuficiencia respiratoria;Hombres;Palencia;2
066 Insuficiencia respiratoria;Hombres;Palmas, Las;18
066 Insuficiencia respiratoria;Hombres;Pontevedra;10
066 Insuficiencia respiratoria;Hombres;Rioja, La;3
066 Insuficiencia respiratoria;Hombres;Salamanca;3
066 Insuficiencia respiratoria;Hombres;Santa Cruz de Tenerife;10
066 Insuficiencia respiratoria;Hombres;Segovia;6
066 Insuficiencia respiratoria;Hombres;Sevilla;26
066 Insuficiencia respiratoria;Hombres;Soria;0
066 Insuficiencia respiratoria;Hombres;Tarragona;21
066 Insuficiencia respiratoria;Hombres;Teruel;2
066 Insuficiencia respiratoria;Hombres;Toledo;11
066 Insuficiencia respiratoria;Hombres;Valencia/València;39
066 Insuficiencia respiratoria;Hombres;Valladolid;5
066 Insuficiencia respiratoria;Hombres;Zamora;5
066 Insuficiencia respiratoria;Hombres;Zaragoza;10
066 Insuficiencia respiratoria;Hombres;Ceuta;1
066 Insuficiencia respiratoria;Hombres;Melilla;1
066 Insuficiencia respiratoria;Hombres;Extranjero;7
066 Insuficiencia respiratoria;Mujeres;Total;1.112
066 Insuficiencia respiratoria;Mujeres;Albacete;8
066 Insuficiencia respiratoria;Mujeres;Alicante/Alacant;35
066 Insuficiencia respiratoria;Mujeres;Almería;25
066 Insuficiencia respiratoria;Mujeres;Araba/Álava;10
066 Insuficiencia respiratoria;Mujeres;Asturias;20
066 Insuficiencia respiratoria;Mujeres;Ávila;5
066 Insuficiencia respiratoria;Mujeres;Badajoz;15
066 Insuficiencia respiratoria;Mujeres;Balears, Illes;19
066 Insuficiencia respiratoria;Mujeres;Barcelona;149
066 Insuficiencia respiratoria;Mujeres;Bizkaia;22
066 Insuficiencia respiratoria;Mujeres;Burgos;8
066 Insuficiencia respiratoria;Mujeres;Cáceres;5
066 Insuficiencia respiratoria;Mujeres;Cádiz;20
066 Insuficiencia respiratoria;Mujeres;Cantabria;12
066 Insuficiencia respiratoria;Mujeres;Castellón/Castelló;17
066 Insuficiencia respiratoria;Mujeres;Ciudad Real;10
066 Insuficiencia respiratoria;Mujeres;Córdoba;13
066 Insuficiencia respiratoria;Mujeres;Coruña, A;22
066 Insuficiencia respiratoria;Mujeres;Cuenca;6
066 Insuficiencia respiratoria;Mujeres;Gipuzkoa;7
066 Insuficiencia respiratoria;Mujeres;Girona;10
066 Insuficiencia respiratoria;Mujeres;Granada;27
066 Insuficiencia respiratoria;Mujeres;Guadalajara;11
066 Insuficiencia respiratoria;Mujeres;Huelva;10
066 Insuficiencia respiratoria;Mujeres;Huesca;1
066 Insuficiencia respiratoria;Mujeres;Jaén;37
066 Insuficiencia respiratoria;Mujeres;León;11
066 Insuficiencia respiratoria;Mujeres;Lleida;11
066 Insuficiencia respiratoria;Mujeres;Lugo;1
066 Insuficiencia respiratoria;Mujeres;Madrid;294
066 Insuficiencia respiratoria;Mujeres;Málaga;32
066 Insuficiencia respiratoria;Mujeres;Murcia;14
066 Insuficiencia respiratoria;Mujeres;Navarra;12
066 Insuficiencia respiratoria;Mujeres;Ourense;6
066 Insuficiencia respiratoria;Mujeres;Palencia;11
066 Insuficiencia respiratoria;Mujeres;Palmas, Las;11
066 Insuficiencia respiratoria;Mujeres;Pontevedra;6
066 Insuficiencia respiratoria;Mujeres;Rioja, La;6
066 Insuficiencia respiratoria;Mujeres;Salamanca;4
066 Insuficiencia respiratoria;Mujeres;Santa Cruz de Tenerife;14
066 Insuficiencia respiratoria;Mujeres;Segovia;8
066 Insuficiencia respiratoria;Mujeres;Sevilla;28
066 Insuficiencia respiratoria;Mujeres;Soria;4
066 Insuficiencia respiratoria;Mujeres;Tarragona;22
066 Insuficiencia respiratoria;Mujeres;Teruel;2
066 Insuficiencia respiratoria;Mujeres;Toledo;16
066 Insuficiencia respiratoria;Mujeres;Valencia/València;41
066 Insuficiencia respiratoria;Mujeres;Valladolid;8
066 Insuficiencia respiratoria;Mujeres;Zamora;9
066 Insuficiencia respiratoria;Mujeres;Zaragoza;13
066 Insuficiencia respiratoria;Mujeres;Ceuta;1
066 Insuficiencia respiratoria;Mujeres;Melilla;2
066 Insuficiencia respiratoria;Mujeres;Extranjero;1
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Total;17.988
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Albacete;163
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Alicante/Alacant;492
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Almería;199
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Araba/Álava;100
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Asturias;495
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Ávila;101
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Badajoz;373
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Balears, Illes;243
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Barcelona;1.889
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Bizkaia;320
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Burgos;183
