Causas (lista reducida);Sexo;Provincia de residencia;Total
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Cáceres;279
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Cádiz;420
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Cantabria;274
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Castellón/Castelló;163
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Ciudad Real;305
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Córdoba;297
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Coruña, A;663
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Cuenca;178
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Gipuzkoa;177
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Girona;194
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Granada;326
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Guadalajara;129
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Huelva;156
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Huesca;108
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Jaén;254
067 Otras enfermedades del sistema respiratorio;Ambos sexos;León;320
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Lleida;181
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Lugo;230
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Madrid;2.844
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Málaga;437
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Murcia;396
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Navarra;207
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Ourense;267
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Palencia;97
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Palmas, Las;346
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Pontevedra;453
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Rioja, La;142
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Salamanca;202
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Santa Cruz de Tenerife;498
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Segovia;72
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Sevilla;580
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Soria;57
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Tarragona;235
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Teruel;88
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Toledo;319
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Valencia/València;738
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Valladolid;208
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Zamora;135
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Zaragoza;384
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Ceuta;20
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Melilla;14
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Extranjero;37
067 Otras enfermedades del sistema respiratorio;Hombres;Total;8.714
067 Otras enfermedades del sistema respiratorio;Hombres;Albacete;78
067 Otras enfermedades del sistema respiratorio;Hombres;Alicante/Alacant;233
067 Otras enfermedades del sistema respiratorio;Hombres;Almería;109
067 Otras enfermedades del sistema respiratorio;Hombres;Araba/Álava;55
067 Otras enfermedades del sistema respiratorio;Hombres;Asturias;234
067 Otras enfermedades del sistema respiratorio;Hombres;Ávila;50
067 Otras enfermedades del sistema respiratorio;Hombres;Badajoz;173
067 Otras enfermedades del sistema respiratorio;Hombres;Balears, Illes;127
067 Otras enfermedades del sistema respiratorio;Hombres;Barcelona;951
067 Otras enfermedades del sistema respiratorio;Hombres;Bizkaia;152
067 Otras enfermedades del sistema respiratorio;Hombres;Burgos;95
067 Otras enfermedades del sistema respiratorio;Hombres;Cáceres;125
067 Otras enfermedades del sistema respiratorio;Hombres;Cádiz;225
067 Otras enfermedades del sistema respiratorio;Hombres;Cantabria;107
067 Otras enfermedades del sistema respiratorio;Hombres;Castellón/Castelló;81
067 Otras enfermedades del sistema respiratorio;Hombres;Ciudad Real;130
067 Otras enfermedades del sistema respiratorio;Hombres;Córdoba;162
067 Otras enfermedades del sistema respiratorio;Hombres;Coruña, A;310
067 Otras enfermedades del sistema respiratorio;Hombres;Cuenca;74
067 Otras enfermedades del sistema respiratorio;Hombres;Gipuzkoa;82
067 Otras enfermedades del sistema respiratorio;Hombres;Girona;106
067 Otras enfermedades del sistema respiratorio;Hombres;Granada;156
067 Otras enfermedades del sistema respiratorio;Hombres;Guadalajara;64
067 Otras enfermedades del sistema respiratorio;Hombres;Huelva;77
067 Otras enfermedades del sistema respiratorio;Hombres;Huesca;60
067 Otras enfermedades del sistema respiratorio;Hombres;Jaén;135
067 Otras enfermedades del sistema respiratorio;Hombres;León;180
067 Otras enfermedades del sistema respiratorio;Hombres;Lleida;100
067 Otras enfermedades del sistema respiratorio;Hombres;Lugo;103
067 Otras enfermedades del sistema respiratorio;Hombres;Madrid;1.302
067 Otras enfermedades del sistema respiratorio;Hombres;Málaga;222
067 Otras enfermedades del sistema respiratorio;Hombres;Murcia;194
067 Otras enfermedades del sistema respiratorio;Hombres;Navarra;108
067 Otras enfermedades del sistema respiratorio;Hombres;Ourense;135
067 Otras enfermedades del sistema respiratorio;Hombres;Palencia;45
067 Otras enfermedades del sistema respiratorio;Hombres;Palmas, Las;168
067 Otras enfermedades del sistema respiratorio;Hombres;Pontevedra;220
067 Otras enfermedades del sistema respiratorio;Hombres;Rioja, La;66
067 Otras enfermedades del sistema respiratorio;Hombres;Salamanca;88
067 Otras enfermedades del sistema respiratorio;Hombres;Santa Cruz de Tenerife;246
067 Otras enfermedades del sistema respiratorio;Hombres;Segovia;30
067 Otras enfermedades del sistema respiratorio;Hombres;Sevilla;287
067 Otras enfermedades del sistema respiratorio;Hombres;Soria;32
067 Otras enfermedades del sistema respiratorio;Hombres;Tarragona;122
067 Otras enfermedades del sistema respiratorio;Hombres;Teruel;36
067 Otras enfermedades del sistema respiratorio;Hombres;Toledo;150
067 Otras enfermedades del sistema respiratorio;Hombres;Valencia/València;351
067 Otras enfermedades del sistema respiratorio;Hombres;Valladolid;100
067 Otras enfermedades del sistema respiratorio;Hombres;Zamora;65
067 Otras enfermedades del sistema respiratorio;Hombres;Zaragoza;177
067 Otras enfermedades del sistema respiratorio;Hombres;Ceuta;7
067 Otras enfermedades del sistema respiratorio;Hombres;Melilla;6
067 Otras enfermedades del sistema respiratorio;Hombres;Extranjero;23
067 Otras enfermedades del sistema respiratorio;Mujeres;Total;9.274
067 Otras enfermedades del sistema respiratorio;Mujeres;Albacete;85
067 Otras enfermedades del sistema respiratorio;Mujeres;Alicante/Alacant;259
067 Otras enfermedades del sistema respiratorio;Mujeres;Almería;90
067 Otras enfermedades del sistema respiratorio;Mujeres;Araba/Álava;45
067 Otras enfermedades del sistema respiratorio;Mujeres;Asturias;261
067 Otras enfermedades del sistema respiratorio;Mujeres;Ávila;51
067 Otras enfermedades del sistema respiratorio;Mujeres;Badajoz;200
067 Otras enfermedades del sistema respiratorio;Mujeres;Balears, Illes;116
067 Otras enfermedades del sistema respiratorio;Mujeres;Barcelona;938
067 Otras enfermedades del sistema respiratorio;Mujeres;Bizkaia;168
067 Otras enfermedades del sistema respiratorio;Mujeres;Burgos;88
067 Otras enfermedades del sistema respiratorio;Mujeres;Cáceres;154
067 Otras enfermedades del sistema respiratorio;Mujeres;Cádiz;195
067 Otras enfermedades del sistema respiratorio;Mujeres;Cantabria;167
067 Otras enfermedades del sistema respiratorio;Mujeres;Castellón/Castelló;82
067 Otras enfermedades del sistema respiratorio;Mujeres;Ciudad Real;175
067 Otras enfermedades del sistema respiratorio;Mujeres;Córdoba;135
067 Otras enfermedades del sistema respiratorio;Mujeres;Coruña, A;353
067 Otras enfermedades del sistema respiratorio;Mujeres;Cuenca;104
067 Otras enfermedades del sistema respiratorio;Mujeres;Gipuzkoa;95
067 Otras enfermedades del sistema respiratorio;Mujeres;Girona;88
067 Otras enfermedades del sistema respiratorio;Mujeres;Granada;170
067 Otras enfermedades del sistema respiratorio;Mujeres;Guadalajara;65
067 Otras enfermedades del sistema respiratorio;Mujeres;Huelva;79
067 Otras enfermedades del sistema respiratorio;Mujeres;Huesca;48
067 Otras enfermedades del sistema respiratorio;Mujeres;Jaén;119
067 Otras enfermedades del sistema respiratorio;Mujeres;León;140
067 Otras enfermedades del sistema respiratorio;Mujeres;Lleida;81
067 Otras enfermedades del sistema respiratorio;Mujeres;Lugo;127
067 Otras enfermedades del sistema respiratorio;Mujeres;Madrid;1.542
067 Otras enfermedades del sistema respiratorio;Mujeres;Málaga;215
067 Otras enfermedades del sistema respiratorio;Mujeres;Murcia;202
067 Otras enfermedades del sistema respiratorio;Mujeres;Navarra;99
067 Otras enfermedades del sistema respiratorio;Mujeres;Ourense;132
067 Otras enfermedades del sistema respiratorio;Mujeres;Palencia;52
067 Otras enfermedades del sistema respiratorio;Mujeres;Palmas, Las;178
067 Otras enfermedades del sistema respiratorio;Mujeres;Pontevedra;233
067 Otras enfermedades del sistema respiratorio;Mujeres;Rioja, La;76
067 Otras enfermedades del sistema respiratorio;Mujeres;Salamanca;114
067 Otras enfermedades del sistema respiratorio;Mujeres;Santa Cruz de Tenerife;252
067 Otras enfermedades del sistema respiratorio;Mujeres;Segovia;42
067 Otras enfermedades del sistema respiratorio;Mujeres;Sevilla;293
067 Otras enfermedades del sistema respiratorio;Mujeres;Soria;25
067 Otras enfermedades del sistema respiratorio;Mujeres;Tarragona;113
067 Otras enfermedades del sistema respiratorio;Mujeres;Teruel;52
067 Otras enfermedades del sistema respiratorio;Mujeres;Toledo;169
067 Otras enfermedades del sistema respiratorio;Mujeres;Valencia/València;387
067 Otras enfermedades del sistema respiratorio;Mujeres;Valladolid;108
067 Otras enfermedades del sistema respiratorio;Mujeres;Zamora;70
067 Otras enfermedades del sistema respiratorio;Mujeres;Zaragoza;207
067 Otras enfermedades del sistema respiratorio;Mujeres;Ceuta;13
067 Otras enfermedades del sistema respiratorio;Mujeres;Melilla;8
067 Otras enfermedades del sistema respiratorio;Mujeres;Extranjero;14
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Total;21.565
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Albacete;206
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Alicante/Alacant;829
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Almería;261
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Araba/Álava;136
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Asturias;600
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Ávila;111
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Badajoz;355
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Balears, Illes;369
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Barcelona;2.205
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Bizkaia;527
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Burgos;235
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Cáceres;242
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Cádiz;579
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Cantabria;260
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Castellón/Castelló;246
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Ciudad Real;321
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Córdoba;461
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Coruña, A;592
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Cuenca;142
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Gipuzkoa;321
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Girona;267
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Granada;420
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Guadalajara;106
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Huelva;254
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Huesca;107
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Jaén;389
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;León;299
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Lleida;216
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Lugo;249
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Madrid;2.602
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Málaga;711
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Murcia;557
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Navarra;281
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Ourense;251
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Palencia;125
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Palmas, Las;416
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Pontevedra;454
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Rioja, La;166
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Salamanca;208
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Santa Cruz de Tenerife;436
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Segovia;81
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Sevilla;897
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Soria;68
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Tarragona;401
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Teruel;98
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Toledo;305
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Valencia/València;1.135
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Valladolid;219
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Zamora;150
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Zaragoza;555
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Ceuta;35
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Melilla;38
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Extranjero;71
068-072 XI.Enfermedades del sistema digestivo;Hombres;Total;11.138
068-072 XI.Enfermedades del sistema digestivo;Hombres;Albacete;107
068-072 XI.Enfermedades del sistema digestivo;Hombres;Alicante/Alacant;460
068-072 XI.Enfermedades del sistema digestivo;Hombres;Almería;160
068-072 XI.Enfermedades del sistema digestivo;Hombres;Araba/Álava;70
068-072 XI.Enfermedades del sistema digestivo;Hombres;Asturias;305
068-072 XI.Enfermedades del sistema digestivo;Hombres;Ávila;50
068-072 XI.Enfermedades del sistema digestivo;Hombres;Badajoz;178
068-072 XI.Enfermedades del sistema digestivo;Hombres;Balears, Illes;201
068-072 XI.Enfermedades del sistema digestivo;Hombres;Barcelona;1.102
068-072 XI.Enfermedades del sistema digestivo;Hombres;Bizkaia;260
068-072 XI.Enfermedades del sistema digestivo;Hombres;Burgos;129
068-072 XI.Enfermedades del sistema digestivo;Hombres;Cáceres;123
068-072 XI.Enfermedades del sistema digestivo;Hombres;Cádiz;320
068-072 XI.Enfermedades del sistema digestivo;Hombres;Cantabria;135
068-072 XI.Enfermedades del sistema digestivo;Hombres;Castellón/Castelló;124
068-072 XI.Enfermedades del sistema digestivo;Hombres;Ciudad Real;169
068-072 XI.Enfermedades del sistema digestivo;Hombres;Córdoba;223
068-072 XI.Enfermedades del sistema digestivo;Hombres;Coruña, A;323
068-072 XI.Enfermedades del sistema digestivo;Hombres;Cuenca;76
068-072 XI.Enfermedades del sistema digestivo;Hombres;Gipuzkoa;168
068-072 XI.Enfermedades del sistema digestivo;Hombres;Girona;145
068-072 XI.Enfermedades del sistema digestivo;Hombres;Granada;199
068-072 XI.Enfermedades del sistema digestivo;Hombres;Guadalajara;61
068-072 XI.Enfermedades del sistema digestivo;Hombres;Huelva;144
068-072 XI.Enfermedades del sistema digestivo;Hombres;Huesca;58
068-072 XI.Enfermedades del sistema digestivo;Hombres;Jaén;193
068-072 XI.Enfermedades del sistema digestivo;Hombres;León;145
068-072 XI.Enfermedades del sistema digestivo;Hombres;Lleida;120
068-072 XI.Enfermedades del sistema digestivo;Hombres;Lugo;130
068-072 XI.Enfermedades del sistema digestivo;Hombres;Madrid;1.259
068-072 XI.Enfermedades del sistema digestivo;Hombres;Málaga;382
068-072 XI.Enfermedades del sistema digestivo;Hombres;Murcia;285
068-072 XI.Enfermedades del sistema digestivo;Hombres;Navarra;138
068-072 XI.Enfermedades del sistema digestivo;Hombres;Ourense;131
068-072 XI.Enfermedades del sistema digestivo;Hombres;Palencia;67
068-072 XI.Enfermedades del sistema digestivo;Hombres;Palmas, Las;231
068-072 XI.Enfermedades del sistema digestivo;Hombres;Pontevedra;241
068-072 XI.Enfermedades del sistema digestivo;Hombres;Rioja, La;83
068-072 XI.Enfermedades del sistema digestivo;Hombres;Salamanca;98
068-072 XI.Enfermedades del sistema digestivo;Hombres;Santa Cruz de Tenerife;235
068-072 XI.Enfermedades del sistema digestivo;Hombres;Segovia;45
068-072 XI.Enfermedades del sistema digestivo;Hombres;Sevilla;487
068-072 XI.Enfermedades del sistema digestivo;Hombres;Soria;39
068-072 XI.Enfermedades del sistema digestivo;Hombres;Tarragona;225
068-072 XI.Enfermedades del sistema digestivo;Hombres;Teruel;55
068-072 XI.Enfermedades del sistema digestivo;Hombres;Toledo;158
068-072 XI.Enfermedades del sistema digestivo;Hombres;Valencia/València;571
068-072 XI.Enfermedades del sistema digestivo;Hombres;Valladolid;107
068-072 XI.Enfermedades del sistema digestivo;Hombres;Zamora;80
068-072 XI.Enfermedades del sistema digestivo;Hombres;Zaragoza;263
068-072 XI.Enfermedades del sistema digestivo;Hombres;Ceuta;16
